Date,SPP,TL 1st Enc. (mm),Full Tag,11/7/2023,11/9/2023,3/19/2024,3/21/2024,11/4/2024,11/5/2024,3/18/2025,3/20/2025,11/3/2025,11/6/2025,,,,,
11/7/2023,RBC,318,989.001030620462,1,0,1,1,0,1,1,1,0,0,,,,,
11/7/2023,RBC,307,989.001030620463,1,0,1,0,0,0,0,0,0,0,,,,,
11/7/2023,SRN,367,989.001030620464,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,216,989.001030620465,1,0,1,0,0,0,0,0,0,0,,,,,
11/7/2023,LOC,182,989.001030620466,1,0,0,1,0,0,0,0,0,0,,,,,
11/7/2023,LOC,318,989.001030620467,1,1,1,1,1,0,1,0,1,0,,,,,
11/7/2023,RBT,327,989.001030620468,1,0,1,0,1,0,1,1,1,1,,,,,
11/7/2023,LOC,134,989.001030620469,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBC,315,989.001030620470,1,0,1,0,0,0,1,0,0,1,,,,,
11/7/2023,LOC,391,989.001030620471,1,1,0,0,1,1,0,0,0,0,,,,,
11/7/2023,SRN,388,989.001030620472,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,LOC,172,989.001030620473,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,SRN,347,989.001030620474,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,SRN,386,989.001030620475,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBC,290,989.001030620476,1,1,1,1,0,0,0,0,0,0,,,,,
11/7/2023,LOC,247,989.001030620477,1,1,0,1,0,0,1,1,1,0,,,,,
11/7/2023,LOC,275,989.001030620478,1,1,1,0,1,0,1,0,0,0,,,,,
11/7/2023,RBT,234,989.001030620479,1,1,1,0,0,0,0,0,0,0,,,,,
11/7/2023,RBC,287,989.001030620480,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,LOC,372,989.001030620481,1,1,1,1,0,0,0,0,0,0,,,,,
11/7/2023,RBT,126,989.001030620482,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,152,989.001030620483,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,LOC,569,989.001030620484,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,LOC,371,989.001030620485,1,0,0,0,1,0,0,0,1,0,,,,,
11/7/2023,SRN,381,989.001030620486,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBC,298,989.001030620487,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBC,317,989.001030620488,1,0,1,0,0,0,0,0,0,0,,,,,
11/7/2023,SRN,384,989.001030620489,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,320,989.001030620490,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,SCN,96,989.001030620491,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,170,989.001030620492,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,372,989.001030620493,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,LOC,258,989.001030620494,1,1,1,1,1,0,0,0,1,1,,,,,
11/7/2023,RBC,291,989.001030620495,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,303,989.001030620496,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,314,989.001030620497,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,138,989.001030620498,1,0,1,0,1,1,0,0,0,0,,,,,
11/7/2023,RBC,307,989.001030620499,1,1,1,0,0,0,0,0,0,0,,,,,
11/7/2023,LOC,295,989.001030620500,1,0,1,1,1,0,1,1,0,0,,,,,
11/7/2023,LOC,401,989.001030620501,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,LOC,373,989.001030620502,1,1,1,1,0,0,1,1,0,0,,,,,
11/7/2023,SRN,357,989.001030620503,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBC,285,989.001030620504,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,298,989.001030620505,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,SRN,372,989.001030620506,1,1,1,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,321,989.001030620507,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,LOC,261,989.001030620508,1,0,0,1,1,0,1,0,0,0,,,,,
11/7/2023,RBC,276,989.001030620509,1,1,1,0,0,0,0,0,0,0,,,,,
11/7/2023,RBC,295,989.001030620510,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBC,318,989.001030620511,1,0,1,1,1,1,0,0,0,0,,,,,
11/7/2023,RBT,293,989.001030620512,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,422,989.001030620513,1,0,1,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,265,989.001030620514,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,359,989.001030620515,1,0,1,1,0,0,0,0,0,0,,,,,
11/7/2023,RBT,329,989.001030620516,1,0,1,0,0,0,0,0,0,0,,,,,
11/7/2023,RBC,340,989.001030620517,1,0,1,0,1,0,0,0,0,0,,,,,
11/7/2023,RBC,305,989.001030620518,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,317,989.001030620519,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBC,307,989.001030620520,1,0,1,0,0,0,0,0,0,0,,,,,
11/7/2023,RBC,280,989.001030620521,1,0,1,1,0,0,0,0,0,0,,,,,
11/7/2023,RBT,256,989.001030620522,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,298,989.001030620523,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,LOC,321,989.001030620524,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,257,989.001030620525,0,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,SRN,405,989.001030620526,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,130,989.001030620527,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBC,300,989.001030620528,1,0,1,0,0,0,0,0,0,0,,,,,
11/7/2023,LOC,502,989.001030620529,1,0,1,0,0,0,0,1,0,0,,,,,
11/7/2023,RBT,529,989.001030620530,1,1,1,0,0,0,0,0,0,0,,,,,
11/7/2023,RBC,298,989.001030620531,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBC,313,989.001030620532,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBC,314,989.001030620533,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,314,989.001030620534,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,SRN,374,989.001030620535,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBC,287,989.001030620536,1,1,1,1,0,0,0,0,0,0,,,,,
11/7/2023,SRN,377,989.001030620537,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBC,283,989.001030620538,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,LOC,353,989.001030620539,1,0,1,0,0,0,0,0,1,0,,,,,
11/7/2023,SRN,374,989.001030620540,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,312,989.001030620541,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,312,989.001030620542,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,312,989.001030620543,1,0,1,1,0,0,0,0,0,0,,,,,
11/7/2023,SRN,344,989.001030620544,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,307,989.001030620545,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,396,989.001030620546,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,SCN,125,989.001030620547,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,133,989.001030620548,1,0,1,0,0,0,0,0,0,0,,,,,
11/7/2023,RBC,305,989.001030620549,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,SRN,402,989.001030620550,1,0,1,1,0,0,0,0,0,0,,,,,
11/7/2023,RBC,289,989.001030620551,1,0,0,0,0,1,0,0,0,0,,,,,
11/7/2023,LOC,176,989.001030620552,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,LOC,311,989.001030620553,1,1,1,1,1,0,0,0,1,1,,,,,
11/7/2023,RBT,303,989.001030620554,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,SCN,91,989.001030620555,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,328,989.001030620556,1,0,0,1,0,0,0,0,0,0,,,,,
11/7/2023,RBT,196,989.001030620557,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,156,989.001030620558,1,0,1,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,283,989.001030620559,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,240,989.001030620560,1,1,1,0,0,0,0,0,0,0,,,,,
11/7/2023,LOC,291,989.001030620561,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,SCN,126,989.001030620562,1,0,0,1,0,0,0,0,0,0,,,,,
11/7/2023,SCN,105,989.001030620563,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,LOC,270,989.001030620564,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBC,229,989.001030620565,1,1,1,1,1,0,0,0,0,0,,,,,
11/7/2023,SCN,117,989.001030620566,1,0,0,1,0,0,0,0,0,0,,,,,
11/7/2023,LOC,437,989.001030620567,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,113,989.001030620568,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBC,281,989.001030620569,1,1,0,1,0,0,0,0,0,0,,,,,
11/7/2023,LOC,306,989.001030620570,1,0,1,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,138,989.001030620571,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,133,989.001030620572,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,SRN,381,989.001030620573,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,212,989.001030620574,0,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBC,288,989.001030620575,1,1,1,1,0,0,0,0,0,0,,,,,
11/7/2023,RBC,298,989.001030620576,1,1,1,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,199,989.001030620577,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBC,294,989.001030620578,1,1,1,1,0,0,0,0,0,0,,,,,
11/7/2023,RBT,123,989.001030620579,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,322,989.001030620580,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,253,989.001030620581,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,LOC,424,989.001030620582,1,1,1,1,1,0,1,1,1,1,,,,,
11/7/2023,RBT,135,989.001030620583,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,LOC,215,989.001030620584,1,1,1,1,0,0,0,0,0,0,,,,,
11/7/2023,SCN,118,989.001030620585,1,0,0,1,0,0,0,0,0,0,,,,,
11/7/2023,RBT,281,989.001030620586,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,LOC,314,989.001030620587,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,SCN,96,989.001030620588,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,SCN,145,989.001030620589,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,SCN,92,989.001030620590,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBC,304,989.001030620591,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,SRN,397,989.001030620592,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,303,989.001030620593,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,LOC,216,989.001030620594,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,280,989.001030620595,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,LOC,163,989.001030620596,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,LOC,144,989.001030620597,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,LOC,178,989.001030620598,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,LOC,173,989.001030620599,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,205,989.001030620600,1,0,1,0,0,0,0,0,0,0,,,,,
11/7/2023,SRN,490,989.001030620601,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,SCN,134,989.001030620602,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,315,989.001030620603,1,1,1,0,1,0,0,0,0,0,,,,,
11/7/2023,SCN,95,989.001030620604,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,215,989.001030620605,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,132,989.001030620606,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,LOC,178,989.001030620607,1,0,1,1,0,0,0,0,0,0,,,,,
11/7/2023,SRN,407,989.001030620608,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,LOC,286,989.001030620609,1,1,1,1,0,1,0,0,1,1,,,,,
11/7/2023,RBC,313,989.001030620610,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBC,276,989.001030620611,1,1,1,1,0,0,0,0,0,0,,,,,
11/7/2023,RBT,305,989.001030620612,1,1,1,1,0,0,0,0,0,0,,,,,
11/7/2023,RBT,120,989.001030620613,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,LOC,364,989.001030620614,1,1,0,0,1,1,1,1,0,0,,,,,
11/7/2023,LOC,275,989.001030620615,1,0,1,0,0,1,0,0,1,0,,,,,
11/7/2023,RBC,296,989.001030620616,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,134,989.001030620617,1,0,1,0,0,0,0,0,0,0,,,,,
11/7/2023,RBC,240,989.001030620618,1,0,1,1,0,0,0,0,0,0,,,,,
11/7/2023,LOC,138,989.001030620619,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,LOC,117,989.001030620620,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,SRN,369,989.001030620621,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,LOC,388,989.001030620622,1,0,0,0,1,0,0,0,0,0,,,,,
11/7/2023,LOC,450,989.001030620623,1,1,1,0,1,1,1,1,1,1,,,,,
11/7/2023,RBC,325,989.001030620624,1,0,1,1,0,0,0,0,0,0,,,,,
11/7/2023,LOC,246,989.001030620625,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,SCN,95,989.001030620626,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,141,989.001030620627,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,LOC,324,989.001030620628,1,0,1,0,0,0,1,1,1,0,,,,,
11/7/2023,RBT,327,989.001030620629,1,0,1,1,0,0,0,0,0,0,,,,,
11/7/2023,RBC,295,989.001030620631,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,146,989.001030620632,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBC,325,989.001030620633,1,1,1,1,0,0,0,0,0,0,,,,,
11/7/2023,SCN,123,989.001030620634,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,LOC,403,989.001030620635,1,0,1,0,0,0,0,0,0,0,,,,,
11/7/2023,RBC,300,989.001030620636,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,LOC,107,989.001030620637,1,0,1,1,0,0,0,0,0,0,,,,,
11/7/2023,RBC,294,989.001030620638,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,SCN,98,989.001030620639,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBC,327,989.001030620640,1,0,1,0,0,0,0,0,1,1,,,,,
11/7/2023,SCN,83,989.001030620641,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,LOC,392,989.001030620642,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,153,989.001030620643,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,350,989.001030620644,1,0,0,1,0,0,0,0,0,0,,,,,
11/7/2023,LOC,252,989.001030620645,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,LOC,208,989.001030620646,1,1,0,1,0,0,0,0,0,0,,,,,
11/7/2023,RBT,368,989.001030620647,1,0,1,0,0,0,0,0,0,0,,,,,
11/7/2023,SCN,92,989.001030620648,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,SCN,87,989.001030620649,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,117,989.001030620650,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,LOC,283,989.001030620651,1,1,1,1,0,0,0,0,0,0,,,,,
11/7/2023,LOC,405,989.001030620653,1,0,1,0,1,1,1,1,0,0,,,,,
11/7/2023,RBT,238,989.001030620654,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,LOC,356,989.001030620655,1,1,1,1,0,1,0,0,0,0,,,,,
11/7/2023,LOC,138,989.001030620656,1,1,0,0,0,0,1,0,1,0,,,,,
11/7/2023,LOC,147,989.001030620657,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,306,989.001030620658,1,1,1,1,0,0,0,0,0,0,,,,,
11/7/2023,RBT,289,989.001030620659,1,1,1,1,0,0,0,0,0,0,,,,,
11/7/2023,RBT,313,989.001030620660,1,0,0,0,0,0,0,0,0,0,,,,,
11/9/2023,LOC,307,989.001030620661,0,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,LOC,447,989.001030620662,1,0,1,1,1,0,1,1,1,1,,,,,
11/9/2023,RBT,163,989.001030620663,1,0,0,0,0,0,0,0,0,0,,,,,
11/9/2023,LOC,360,989.001030620664,0,1,1,1,0,0,1,1,0,0,,,,,
11/9/2023,RBT,236,989.001030620665,0,1,0,0,0,0,0,0,0,0,,,,,
11/9/2023,LOC,132,989.001030620666,0,1,0,0,0,0,0,0,0,0,,,,,
11/9/2023,LOC,293,989.001030620667,0,1,1,0,0,1,1,1,1,0,,,,,
11/9/2023,LOC,414,989.001030620668,0,1,0,0,0,0,0,0,1,0,,,,,
11/9/2023,LOC,198,989.001030620669,0,1,1,1,0,0,0,0,0,0,,,,,
11/9/2023,SRN,378,989.001030620670,0,1,0,0,0,0,0,0,0,0,,,,,
11/9/2023,SRN,385,989.001030620671,0,1,1,1,0,0,0,0,0,0,,,,,
11/9/2023,SCN,94,989.001030620672,0,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,SRN,433,989.001030620673,1,0,0,0,0,0,0,0,0,0,,,,,
11/9/2023,LOC,178,989.001030620674,0,1,0,0,0,0,0,0,0,0,,,,,
11/9/2023,RBT,250,989.001030620675,0,1,0,0,0,0,0,0,0,0,,,,,
11/9/2023,LOC,172,989.001030620676,0,1,0,0,0,0,0,0,0,0,,,,,
11/9/2023,SRN,394,989.001030620677,0,1,0,0,0,0,0,0,0,0,,,,,
11/9/2023,LOC,159,989.001030620678,0,1,0,0,0,0,1,0,0,1,,,,,
11/9/2023,RBT,298,989.001030620679,0,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,121,989.001030620680,1,1,0,0,0,0,0,0,0,0,,,,,
11/9/2023,SCN,146,989.001030620681,0,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,285,989.001030620682,1,0,0,0,0,0,0,0,0,0,,,,,
11/9/2023,LOC,168,989.001030620683,0,1,0,0,0,0,0,0,0,0,,,,,
11/9/2023,LOC,411,989.001030620684,0,1,0,0,1,0,1,1,0,0,,,,,
11/9/2023,LOC,166,989.001030620685,0,1,0,0,0,0,0,0,0,0,,,,,
11/9/2023,LOC,139,989.001030620686,0,1,0,0,0,0,0,0,0,0,,,,,
11/9/2023,RBT,120,989.001030620687,0,1,1,1,0,0,0,0,0,0,,,,,
11/9/2023,SRN,533,989.001030620688,0,1,0,0,0,0,0,0,0,0,,,,,
11/9/2023,LOC,152,989.001030620689,0,1,0,0,0,0,0,0,0,0,,,,,
11/9/2023,LOC,254,989.001030620690,0,1,0,0,0,0,0,0,0,0,,,,,
11/9/2023,LOC,185,989.001030620691,0,1,1,1,1,0,0,0,0,0,,,,,
11/9/2023,RBT,365,989.001030620692,0,1,1,0,0,0,0,0,0,0,,,,,
11/9/2023,SRN,375,989.001030620693,0,1,0,0,0,0,0,0,0,0,,,,,
11/9/2023,SRN,474,989.001030620694,0,1,0,0,0,0,0,0,0,0,,,,,
11/9/2023,RBT,405,989.001030620695,0,1,0,0,0,0,0,0,0,0,,,,,
11/9/2023,LOC,159,989.001030620696,0,1,0,1,0,0,0,0,0,0,,,,,
11/7/2023,RBT,279,989.001030620697,1,1,1,0,0,0,0,0,0,0,,,,,
11/9/2023,LOC,253,989.001030620698,0,1,0,0,0,0,0,0,0,0,,,,,
11/9/2023,LOC,331,989.001030620700,0,1,0,0,0,0,0,0,0,0,,,,,
11/9/2023,LOC,358,989.001030620701,0,1,0,0,0,0,0,0,0,0,,,,,
11/9/2023,RBC,304,989.001030620702,0,1,0,0,0,1,1,1,0,0,,,,,
11/9/2023,SCN,101,989.001030620703,0,1,1,0,0,0,0,0,0,0,,,,,
11/9/2023,RBC,306,989.001030620704,0,1,0,1,0,0,0,0,0,0,,,,,
11/7/2023,RBT,185,989.001030620705,1,1,0,0,0,0,0,0,0,0,,,,,
11/9/2023,LOC,246,989.001030620706,0,1,0,0,1,0,0,0,0,0,,,,,
11/7/2023,RBT,183,989.001030620707,1,0,0,1,0,0,0,0,0,0,,,,,
11/7/2023,RBT,314,989.001030620708,1,1,1,1,0,0,0,0,0,0,,,,,
11/9/2023,RBT,398,989.001030620709,0,1,1,0,0,1,1,0,0,0,,,,,
11/9/2023,SRN,368,989.001030620710,0,1,0,0,0,0,0,0,0,0,,,,,
11/9/2023,SRN,381,989.001030620711,0,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,295,989.001030620712,1,1,0,0,0,0,0,0,0,0,,,,,
11/9/2023,RBT,317,989.001030620713,0,1,0,0,0,0,0,0,0,0,,,,,
11/9/2023,SCN,137,989.001030620714,0,1,0,0,0,0,0,0,0,0,,,,,
11/9/2023,SRN,396,989.001030620715,0,1,0,0,0,0,0,0,0,0,,,,,
11/9/2023,SRN,357,989.001030620716,0,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,298,989.001030620717,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,104,989.001030620718,1,0,0,0,0,0,0,0,0,0,,,,,
11/9/2023,LOC,186,989.001030620719,0,1,1,0,0,0,0,0,0,0,,,,,
11/9/2023,LOC,366,989.001030620720,0,1,0,0,0,0,0,0,0,0,,,,,
11/9/2023,RBT,369,989.001030620721,0,1,1,0,0,0,0,0,0,0,,,,,
11/9/2023,RBT,317,989.001030620722,0,1,1,1,0,0,0,0,0,0,,,,,
11/9/2023,RBT,430,989.001030620723,0,1,1,1,0,0,0,0,0,0,,,,,
11/9/2023,LOC,459,989.001030620724,0,1,0,0,0,0,0,0,0,0,,,,,
11/9/2023,LOC,144,989.001030620725,0,1,0,0,0,0,0,0,0,0,,,,,
11/9/2023,SRN,480,989.001030620726,0,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,224,989.001030620727,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBC,322,989.001030620728,1,1,1,0,0,0,0,0,0,0,,,,,
11/9/2023,LOC,378,989.001030620729,0,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBC,311,989.001030620730,1,1,1,1,0,0,0,0,0,0,,,,,
11/9/2023,LOC,392,989.001030620731,0,1,0,0,0,0,0,0,0,0,,,,,
11/9/2023,SRN,398,989.001030620732,0,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,LOC,171,989.001030620733,1,0,0,0,0,0,0,0,0,0,,,,,
11/9/2023,RBT,249,989.001030620734,0,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,LOC,295,989.001030620735,1,1,1,1,1,0,1,1,0,0,,,,,
11/7/2023,RBC,295,989.001030620736,1,1,1,0,1,1,0,0,0,0,,,,,
11/9/2023,LOC,442,989.001030620737,0,1,1,1,0,0,0,0,0,0,,,,,
11/7/2023,RBT,301,989.001030620738,1,0,1,1,0,0,0,0,0,0,,,,,
11/9/2023,SRN,434,989.001030620739,0,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,312,989.001030620740,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBC,302,989.001030620741,1,1,1,0,0,0,0,0,0,0,,,,,
11/9/2023,LOC,179,989.001030620742,0,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,110,989.001030620743,1,0,0,0,0,0,0,0,0,0,,,,,
11/9/2023,LOC,260,989.001030620744,0,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,264,989.001030620745,1,1,0,0,0,0,0,0,0,0,,,,,
11/9/2023,RBT,309,989.001030620746,0,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,125,989.001030620747,1,0,0,0,0,0,0,0,0,0,,,,,
11/9/2023,SRN,381,989.001030620748,0,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,SCN,130,989.001030620749,1,0,0,1,0,0,0,0,0,0,,,,,
11/9/2023,SRN,418,989.001030620750,0,1,0,0,0,0,0,0,0,0,,,,,
11/9/2023,LOC,187,989.001030620751,0,1,1,0,0,1,0,0,0,0,,,,,
11/9/2023,LOC,158,989.001030620752,0,1,1,0,0,1,0,0,0,0,,,,,
11/7/2023,LOC,392,989.001030620753,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,198,989.001030620754,1,1,0,1,0,0,0,0,0,0,,,,,
11/7/2023,RBT,295,989.001030620755,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,124,989.001030620756,1,0,0,0,0,0,0,0,0,0,,,,,
11/9/2023,LOC,427,989.001030620757,0,1,1,1,1,0,0,1,0,0,,,,,
11/7/2023,RBC,296,989.001030620758,1,1,1,1,0,0,0,0,0,0,,,,,
11/9/2023,LOC,202,989.001030620759,0,1,0,0,0,0,0,0,0,0,,,,,
11/9/2023,LOC,429,989.001030620760,0,1,1,1,0,0,0,0,0,0,,,,,
11/7/2023,SCN,87,989.001030620761,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBC,305,989.001030620762,1,1,1,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,309,989.001030620763,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,LOC,295,989.001030620764,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,126,989.001030620765,1,0,0,1,0,0,0,0,0,0,,,,,
11/7/2023,RBT,196,989.001030620766,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,270,989.001030620767,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,316,989.001030620768,1,1,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBC,314,989.001030620769,1,0,1,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,301,989.001030620770,1,0,0,0,0,0,0,0,0,0,,,,,
11/7/2023,RBT,376,989.001030620771,1,1,1,0,0,0,0,0,0,0,,,,,
11/7/2023,SCN,95,989.001030620773,1,0,0,0,0,0,0,0,0,0,,,,,
